,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Releases:,Video Release:,MPAA Rating:,Keywords:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
10,https://www.the-numbers.com/movie/Bye-Bye-Man-The,"['Carrie Anne Moss', 'Faye Dunaway', 'Michael Trucco', 'Douglas Smith', 'Lucien Laviscount', 'Cressida Bonas', 'Doug Jones']","[['Stacy Title', 'Director'], ['Jonathan Penner', 'Screenwriter'], ['Robert Damon', 'Story Creator'], ['Simon Horsman', 'Producer'], ['Trevor Macy', 'Producer'], ['Jeffrey Soros', 'Producer'], ['Marc D. Evans', 'Executive Producer'], ['Adam Fogelson', 'Executive Producer'], ['Oren Aviv', 'Executive Producer'], ['Seth William Meier', 'Executive Producer'], ['Patrick Murray', 'Executive Producer'], ['Robert Simonds', 'Executive Producer'], ['Donald Tang', 'Executive Producer'], ['Ken Blackwell', 'Editor'], ['James Kniest', 'Director of Photography']]","$13,501,349 (60.3% of total gross)",1.66 (domestic box office/biggest weekend),71.8% (domestic box office/worldwide),"$7,400,000 (worldwide box office is 4.2 times production budget)","2,220 opening theaters/2,220 max. theaters, 2.7 weeks average run per theater","$26,090,985","January 13th, 2017 (Wide) (Belgium)
January 13th, 2017 (Wide) (Netherlands)
January 13th, 2017 (Wide), released as O Nome do Medo (Portugal)
January 13th, 2017 (Wide) (United Kingdom)
January 17th, 2017 (Wide), released as Bijok jo vardo (Lithuania)
... Show all releases
",96 minutes,vs. Truth or DareCreate your own comparison chart…,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,United States,English,"January 13th, 2017 (Wide) by STX Entertainment","April 11th, 2017 by Universal Home Entertainment","PG-13 for terror, horror violence, bloody images, sexual content, thematic elements, partial nudity, some language and teen drinking.(Rating bulletin 2447 (Cert #50397), 10/19/2016)","Supernatural, Spree Killer, Possessed, College, Haunted House, Based on an UNTRUE Story, Supernatural Horror","Huayi Brothers Pictures Ltd, Intrepid Pictures, Los Angeles Media Fund",,"$22,395,806","$8,791,921","$31,187,727","$1,236,764","$783,905","$2,020,669"
11,https://www.the-numbers.com/movie/Dalida-(France),[],"[['Lisa Azuelos', 'Director'], ['Lisa Azuelos', 'Screenwriter'], ['Lisa Azuelos', 'Producer'], ['Jerome Seydoux', 'Producer'], ['Emile Ghigo', 'Director of Photography']]","$2,461 (84.4% of total gross)",1.19 (domestic box office/biggest weekend),0.1% (domestic box office/worldwide),,"1 opening theaters/1 max. theaters, 1.0 weeks average run per theater","$3,396","January 13th, 2017 (Wide) (France)
April 14th, 2017 (Wide) (Portugal)
April 28th, 2017 (Wide) (Turkey)
May 5th, 2017 (Wide) (Russia (CIS))
",124 minutes,Create your own comparison chart…,Based on Real Life Events,Drama,Live Action,Dramatization,France,"French, Italian","September 1st, 2017 (Limited) by Under the Milky Way",,Not Rated,"Biography, 1960s, Singers, Suicide, Abortion, Infidelity, Relationships Gone Wrong, 1970s, Depression, Eating Disorder, 1980s",,,"$2,917","$5,482,287","$5,485,204",,,
12,https://www.the-numbers.com/movie/Honnouji-hoteru-(Japan),[],"[['Masayuki Suzuki', 'Director']]",,,,,,,"January 13th, 2017 (Wide) (Japan)
",120 minutes,Create your own comparison chart…,,Comedy,,Fantasy,Japan,,,,,,,,n/a,"$6,330,984","$6,330,984",,,
13,https://www.the-numbers.com/movie/Boonie-Bears-Entangled-Worlds-(China)(2017),"['Mario Lopez', 'Josh Peck']","[['Yongchang Li', 'Director'], ['Huida Lin', 'Director']]",,,,,,,"January 14th, 2017 (Wide), released as Boonie Bears：Entangled Worlds (China)
January 26th, 2018 (Wide), released as Ayı Kardeşler: Fantastik Dünyalar (Turkey)
September 19th, 2019 (Wide), released as Братья Медведи: Тайна трёх миров (Russia (CIS))
November 8th, 2019 (Wide), released as Broliai meškinai ir fantastiškas nuotykis (Lithuania)
",91 minutes,Create your own comparison chart…,Original Screenplay,Adventure,Digital Animation,Kids Fiction,China,English,"June 14th, 2019 (Limited) by Viva Entertainment, released as Fantastica: A Boonie Bears Adventure","June 25th, 2019 by Viva, released as Fantastica: A Boonie Bears Adventure",G,"Talking Animals, Animal Lead, Family Movie, Good vs. Evil, Enemies Forced to Work Together, Robot, Treasure Hunters",Viva Kids,Boonie Bears,n/a,"$77,072,065","$77,072,065",,,
14,https://www.the-numbers.com/movie/Split-(2017),"['Anya Taylor-Joy', 'Betty Buckley', 'Jessica Sula', 'Haley Lu Richardson', 'James McAvoy']","[['M. Night Shyamalan', 'Director'], ['M. Night Shyamalan', 'Screenwriter'], ['M. Night Shyamalan', 'Producer'], ['Jason Blum', 'Producer'], ['Marc Bienstock', 'Producer'], ['Ashwin Rajan', 'Executive Producer'], ['Steven Schneider', 'Executive Producer'], ['Kevin Frakes', 'Executive Producer'], ['Buddy Patrick', 'Executive Producer'], ['Michael Gioulakis', 'Director of Photography'], ['Mara Lepere-Schloop', 'Production Designer'], ['Luke Ciarrocchi', 'Editor'], ['Paco Delgado', 'Costume Designer'], ['West Dylan Thordson', 'Composer']]","$40,010,975 (29.0% of total gross)",3.45 (domestic box office/biggest weekend),49.6% (domestic box office/worldwide),"$9,000,000 (worldwide box office is 31.0 times production budget)","3,038 opening theaters/3,373 max. theaters, 6.1 weeks average run per theater","$160,934,170","January 18th, 2017 (Wide) (Philippines)
January 19th, 2017 (Wide), released as Rozpolcený (Czech Republic)
January 19th, 2017 (Wide) (Hong Kong)
January 19th, 2017 (Wide) (Hungary)
January 19th, 2017 (Wide) (Malaysia)
... Show all releases
",116 minutes,vs. Get OutCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,"January 20th, 2017 (Wide) by Universal","April 18th, 2017 by Universal Home Entertainment","PG-13 for disturbing thematic content and behavior, violence and some language.(Rating bulletin 2447 (Cert #50611), 10/19/2016)","Kidnap, Multiple Personality, Mental Illness, Villain's Point of View, Secret Sequel, Surprise Twist, Psychological Horror","Blumhouse, Universal Pictures, Blinding Edge Pictures",Unbreakable,"$138,141,585","$140,613,009","$278,754,594","$8,205,184","$7,999,064","$16,204,248"
15,https://www.the-numbers.com/movie/Nevesta-(Russia),[],"[['Svyatoslav Podgayevskiy', 'Director'], ['Carey Hayes', 'Screenwriter'], ['Chad Hayes', 'Screenwriter'], ['Chad Hayes', 'Producer'], ['Carey Hayes', 'Producer']]",,,,,,,"January 19th, 2017 (Wide), released as НЕВЕСТА (Russia (CIS))
June 23rd, 2017 (Wide), released as La Novia (Mexico)
July 21st, 2017 (Wide) (Argentina)
November 3rd, 2017 (Wide) (Brazil)
",90 minutes,Create your own comparison chart…,Remake,Horror,Live Action,Contemporary Fiction,Russian Federation,Russian,,,,,Globalgate Entertainment,,n/a,"$6,505,959","$6,505,959",,,
16,https://www.the-numbers.com/movie/xXx-Return-of-Xander-Cage,"['Deepika Padukone', 'Kris Wu', 'Ruby Rose', 'Tony Jaa', 'Nina Dobrev', 'Toni Collette', 'Samuel L. Jackson', 'Vin Diesel', 'Donnie Yen']","[['D.J. Caruso', 'Director'], ['F. Scott Frazier', 'Screenwriter'], ['Rich Wilkes', 'Character Creator'], ['Joe Roth', 'Producer'], ['Jeff Kirschenbaum', 'Producer'], ['Vin Diesel', 'Producer'], ['Samantha Vincent', 'Producer'], ['Vince Totino', 'Executive Producer'], ['Scott Hemming', 'Executive Producer'], ['Ric Kidney', 'Executive Producer'], ['Gloria Borders', 'Executive Producer'], ['Zack Roth', 'Executive Producer'], ['Marla Levine', 'Co-Producer'], ['Russell Carpenter', 'Director of Photography'], ['Jon Billington', 'Production Designer'], ['Jim Page', 'Editor'], ['Vince Filippone', 'Editor'], ['Kim Tillman', 'Costume Designer'], ['Brian Tyler', 'Composer'], ['Robert Lydecker', 'Composer']]","$20,130,142 (44.8% of total gross)",2.23 (domestic box office/biggest weekend),13.0% (domestic box office/worldwide),"$85,000,000 (worldwide box office is 4.1 times production budget)","3,600 opening theaters/3,651 max. theaters, 3.2 weeks average run per theater","$52,306,399","July 27th, 2023 (Wide) (Brazil)
January 19th, 2017 (Wide), released as Трите хикса: Отново в играта (Bulgaria)
January 19th, 2017 (Wide) (Netherlands)
January 20th, 2017 (Wide), released as Xxx 3: The Return Of Xander Cage (Australia)
January 20th, 2017 (Wide), released as xXx: Návrat Xandera Cage (Czech Republic)
... Show all releases
",110 minutes,vs. XXX: State of the UnionCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,"January 20th, 2017 (Wide) by Paramount Pictures","May 2nd, 2017 by Paramount Home Video","PG-13 for extended sequences of gunplay and violent action, and for sexual material and language.(Rating bulletin 2457 (Cert #50690), 1/4/2017)","Delayed Sequel, Sequels With Returning Stars, Secret Agent, Extreme Sports, Out of Retirement, Faked Death, Conspiracy Theory, 3-D, 3-D - Post-production Conversion, IMAX: DMR","Paramount Pictures, Revolution Studios, RK Films   , One Race Films",xXx,"$44,898,413","$300,134,946","$345,033,359","$4,102,772","$8,388,289","$12,491,061"
17,https://www.the-numbers.com/movie/Dogs-Purpose-A,"['Britt Robertson', 'K.J. Apa', 'John Ortiz', 'Dennis Quaid', 'Josh Gad']","[['Lasse Hallström', 'Director'], ['Bruce W. Cameron', 'Screenwriter'], ['Cathryn Michon', 'Screenwriter'], ['Audrey Wells', 'Screenwriter'], ['Maya Forbes', 'Screenwriter'], ['Wally Wolodarsky', 'Screenwriter'], ['Bruce W. Cameron', 'Story based on the Novel by'], ['Gavin Polone', 'Producer'], ['Alan C. Blomquist', 'Executive Producer'], ['Mark Sourian', 'Executive Producer'], ['Lauren Pfeiffer', 'Executive Producer'], ['Michael Carlin', 'Production Designer'], ['Robert Leighton', 'Editor'], ['Rachel Portman', 'Composer'], ['Terry Stacey', 'Director of Photography']]","$18,222,810 (28.3% of total gross)",3.53 (domestic box office/biggest weekend),31.7% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 8.1 times production budget)","3,059 opening theaters/3,178 max. theaters, 5.7 weeks average run per theater","$74,934,641","January 20th, 2017 (Wide), released as Qua la zampa!  (Italy)
January 26th, 2017 (Wide) (Brazil)
January 26th, 2017 (Wide) (Chile)
January 26th, 2017 (Wide) (Peru)
January 27th, 2017 (Wide), released as Psí poslání (Czech Republic)
... Show all releases
",100 minutes,vs. Marley & MeCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,"January 27th, 2017 (Wide) by Universal","April 18th, 2017 by Universal Home Entertainment","PG for thematic elements and some peril.(Rating bulletin 2446 (Cert #50725), 10/12/2016)","Animal Lead, Talking Animals, Death of a Pet, Reincarnation, Relationships Gone Wrong, Exes in Love, Romance, Police life, Coming of Age, Voiceover/Narration, 1960s, 1980s, 2010s, 1990s, 1970s, Same Role, Multiple Actors, Family Movie, Family Drama","Amblin Entertainment, Reliance Entertainment, Walden Media, Pariah Productions",A Dog’s Purpose,"$64,321,890","$138,733,537","$203,055,427","$12,871,273","$6,596,627","$19,467,900"
18,https://www.the-numbers.com/movie/Il-a-deja-tes-yeux-(France),[],"[['Lucien Jean-Baptiste', 'Director']]",,,,,,,"January 20th, 2017 (Wide) (France)
",95 minutes,Create your own comparison chart…,,Comedy,Live Action,,France,,,"May 1st, 2017 by Netflix, released as He Even Has Your Eyes",,,,,n/a,"$9,755,458","$9,755,458",,,
19,https://www.the-numbers.com/movie/Olanlar-Oldu-(Turkey),[],[],,,,,,,"January 20th, 2017 (Wide) (Turkey)
January 20th, 2017 (Wide) (United Kingdom)
",,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Turkey,Turkish,,,,,,,n/a,"$5,859,771","$5,859,771",,,
20,https://www.the-numbers.com/movie/Ora-Legale-L-(Italy),[],[],,,,,,,"January 20th, 2017 (Wide) (Italy)
August 4th, 2017 (Wide) (Argentina)
August 11th, 2017 (Wide), released as La Hora del cambio (Spain)
September 21st, 2018 (Wide) (Russia (CIS))
",92 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Italy,Italian,,,,,,,n/a,"$11,066,825","$11,066,825",,,
21,https://www.the-numbers.com/movie/Sac-de-Billes-Un-(France),[],"[['Christian Duguay', 'Screenwriter']]","$14,420 (3.5% of total gross)",8.54 (domestic box office/biggest weekend),2.9% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.7 times production budget)","4 opening theaters/16 max. theaters, 8.1 weeks average run per theater","$470,145","January 20th, 2017 (Wide), released as Un Sac De Billes (France)
May 12th, 2017 (Wide), released as Bag Of Marbles (Australia)
May 12th, 2017 (Wide), released as Un Saco de Canicas (Mexico)
June 2nd, 2017 (Wide), released as Z Paříže do Paříže (Czech Republic)
June 2nd, 2017 (Wide), released as Un Sac De Billes (Slovakia)
... Show all releases
",113 minutes,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Canada, Czech Republic, France",French,"March 23rd, 2018 (Limited) by Gaumont British Picture Corporation of America, released as A Bag of Marbles","December 4th, 2018 by Passion River, released as A Bag of Marbles",PG,"Occupying Army, Jewish, World War II, 1940s, Nazis, Set in Paris","Main Journey, Quad Productions",,"$409,862","$13,952,181","$14,362,043","$160,370",,"$160,370"
22,https://www.the-numbers.com/movie/Shinjuku-Suwan-II-(Japan),[],[],,,,,,,"January 21st, 2017 (Wide) (Japan)
",,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,Japan,Japanese,,,,,,,n/a,"$6,355,297","$6,355,297",,,
23,https://www.the-numbers.com/movie/Jaesim-(South-Korea),[],[],,,,,,,"January 23rd, 2017 (Wide) (South Korea)
",119 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,,,n/a,"$16,781,837","$16,781,837",,,
24,https://www.the-numbers.com/movie/Kaabil-(India),[],"[['Sanjay Gupta', 'Director']]",,,,,,,"January 27th, 2017 (Wide) (Australia)
January 27th, 2017 (Wide) (New Zealand)
January 27th, 2017 (Wide) (Spain)
January 27th, 2017 (Wide) (United Kingdom)
June 4th, 2019 (Wide) (China)
... Show all releases
",139 minutes,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,India,Hindi,"January 25th, 2017 (Limited) by B4U Movies",,,"Bollywood, Blindness, Death of a Girlfriend / Boyfriend, Revenge, Corrupt Cops",,,n/a,"$5,697,910","$5,697,910",,,
25,https://www.the-numbers.com/movie/Raees-(India),[],"[['Rahul Dholakia', 'Director']]","$1,798,379 (75.9% of total gross)",1.32 (domestic box office/biggest weekend),43.6% (domestic box office/worldwide),,"256 opening theaters/256 max. theaters, 1.0 weeks average run per theater","$2,760,409","January 27th, 2017 (Wide) (Australia)
January 27th, 2017 (Wide) (New Zealand)
January 27th, 2017 (Wide) (United Kingdom)
",143 minutes,vs. Finding NemoCreate your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,India,Hindi,"January 25th, 2017 (Limited) by Zee Studios","May 26th, 2017 by Netflix",Not Rated,"Set in India, 1980s, 1990s, Inspired by a True Story, Organized Crime, Bootlegger, Romance, Cops and Robbers",,,"$2,369,469","$3,059,539","$5,429,008",,,
26,https://www.the-numbers.com/movie/Wendy-(Germany)-(2017),[],[],,,,,,,"January 25th, 2017 (Wide) (Belgium)
January 26th, 2017 (Wide) (Germany)
January 26th, 2017 (Wide) (Switzerland)
January 27th, 2017 (Wide) (Austria)
March 30th, 2018 (Wide), released as Wendy & Dixie (Netherlands)
... Show all releases
",91 minutes,Create your own comparison chart…,Original Screenplay,Adventure,Live Action,Kids Fiction,Germany,German,,,,,,,n/a,"$5,287,776","$5,287,776",,,
27,https://www.the-numbers.com/movie/Prityazhenie-(Russia),[],"[['Fedor Bondarchuk', 'Director']]",,,,"$6,000,000 (worldwide box office is 3.3 times production budget)",,,"January 26th, 2017 (Wide) (Russia (CIS))
September 22nd, 2017 (Wide), released as Attraction La Guerra ha Comenzado (Mexico)
January 19th, 2018 (Limited), released as Attraction (United Kingdom)
February 2nd, 2018 (Wide) (China)
",130 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Science Fiction,Russian Federation,Russian,,"December 4th, 2018 by Mpi Home Video, released as Attraction",,,,,n/a,"$19,594,567","$19,594,567","$23,734","$33,431","$57,165"
28,https://www.the-numbers.com/movie/ascension-L-(France),[],"[['Ludovic Bernard', 'Director']]",,,,,,,"January 27th, 2017 (Wide) (France)
",103 minutes,Create your own comparison chart…,,Adventure,Live Action,,France,,,,,,,,n/a,"$7,573,667","$7,573,667",,,
29,https://www.the-numbers.com/movie/Buddies-in-India,[],"[['Wang Baoqiang', 'Director']]","$181,705 (62.1% of total gross)",1.61 (domestic box office/biggest weekend),0.3% (domestic box office/worldwide),,"55 opening theaters/55 max. theaters, 1.5 weeks average run per theater","$340,942","January 27th, 2017 (Wide) (China)
January 27th, 2017 (Wide) (United Kingdom)
February 3rd, 2017 (Wide), released as Buddies In India (Australia)
February 3rd, 2017 (Wide) (New Zealand)
",99 minutes,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,China,Mandarin,"January 27th, 2017 (Limited) by China Lion Film Distribution",,Not Rated,"Set in India, Inheritance, Secret or Hidden Will, Directing Yourself, Screenplay Written By the Star",,,"$292,662","$109,911,139","$110,203,801",,,
30,https://www.the-numbers.com/movie/Cheng-feng-po-lang-(China),[],"[['Han Han', 'Director']]","$160,739 (34.2% of total gross)",2.92 (domestic box office/biggest weekend),0.3% (domestic box office/worldwide),,"27 opening theaters/30 max. theaters, 2.8 weeks average run per theater","$547,204","January 27th, 2017 (Wide) (China)
February 10th, 2017 (Wide), released as Duckweed (Australia)
February 10th, 2017 (Limited), released as Duckweed (New Zealand)
",102 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,China,Mandarin,"February 10th, 2017 (Limited) by China Lion Film Distribution, released as Duckweed",,Not Rated,"Set in China, Car Accident, Near Death Experience, Time Travel, Dysfunctional Family, Life in a Small Town, Auto Racing",,,"$469,706","$152,549,032","$153,018,738",,,
