,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
10,https://www.the-numbers.com/movie/Entre-les-murs,['François Bégaudeau'],"[['Laurent Cantet', 'Director'], ['Laurent Cantet', 'Screenwriter'], ['François Bégaudeau', 'Screenwriter'], ['Robin Campillo', 'Screenwriter'], ['François Bégaudeau', 'Story by'], ['Caroline Benjo', 'Producer'], ['Carole Scotta', 'Producer'], ['Robin Campillo', 'Editor'], ['Pierre Milon', 'Director of Photography']]","$155,190 (4.1% of total gross)",11.30 (domestic box office/biggest weekend),11.0% (domestic box office/worldwide),"$3,250,000 (worldwide box office is 10.5 times production budget)","25 opening theaters/126 max. theaters, 9.6 weeks average run per theater","$4,605,550","January 30th, 2009 (Limited) by Sony Pictures Classics, released as The Class","August 11th, 2009 by Sony Pictures Home Entertainment, released as The Class",Not Rated,128 minutes,vs. Spoken WordCreate your own comparison chart…,,Based on Factual Book/Article,Drama,Live Action,Dramatization,,France,French,,,"$3,766,810","$30,347,257","$34,114,067",,,
11,https://www.the-numbers.com/movie/New-in-Town,"['Harry Connick, Jr.', 'J.K. Simmons', 'Frances Conroy', 'Siobhan Fallon Hogan', 'Renée Zellweger']","[['Jonas Elmer', 'Director'], ['Kenneth Rance', 'Screenwriter'], ['C. Jay Cox', 'Screenwriter'], ['Paul Brooks', 'Producer'], ['Darryl Taja', 'Producer'], ['Tracey Edmonds', 'Producer'], ['Peter Safran', 'Producer'], ['Scott Niemeyer', 'Executive Producer'], ['Norm Waitt', 'Executive Producer']]","$6,741,530 (40.3% of total gross)",2.48 (domestic box office/biggest weekend),55.9% (domestic box office/worldwide),"$8,000,000 (worldwide box office is 3.7 times production budget)","1,941 opening theaters/1,941 max. theaters, 3.4 weeks average run per theater","$20,460,443","January 30th, 2009 (Wide) by Lionsgate","May 26th, 2009 by Lionsgate Home Entertainment",PG for language and some suggestive material (rerated from PG-13),96 minutes,vs. That Awkward MomentCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Gold Circle Films, Lionsgate, Epidemic, Edmonds Entertainment",United States,English,,,"$16,734,283","$13,203,626","$29,937,909","$19,388,403","$19,388,403",
12,https://www.the-numbers.com/movie/Uninvited-The-(2009),[],[],"$10,325,824 (36.1% of total gross)",2.77 (domestic box office/biggest weekend),66.8% (domestic box office/worldwide),,"2,344 opening theaters/2,344 max. theaters, 4.2 weeks average run per theater","$34,964,376","January 30th, 2009 (Wide) by Paramount Pictures","April 28th, 2009 by Paramount Home Video","PG-13 for violent and disturbing images, thematic material, sexual content, language and teen drinking",87 minutes,vs. Eagle EyeCreate your own comparison chart…,"Psychological Horror, Young Child Dealing with the Death of a Parent, Surprise Twist, Hallucinations, Dysfunctional Family, Death of a Sibling, Imaginary Character, Faulty Memory, Unbelieving Police",Remake,Horror,Live Action,Contemporary Fiction,"DreamWorks Pictures, Cold Springs Pictures, Parkes+Macdonald Productions, Montecito Picture Company, Vertigo Entertainment",United States,English,,,"$28,596,818","$14,182,143","$42,778,961","$12,509,394","$12,509,394",
13,https://www.the-numbers.com/movie/Coraline,"['Teri Hatcher', 'Jennifer Saunders', 'Dawn French', 'Keith David', 'John Hodgman', 'Robert Bailey, Jr.', 'Ian McShane', 'Dakota Fanning']","[['Henry Selick', 'Director'], ['Henry Selick', 'Screenwriter'], ['Neil Gaiman', 'Based on the Novel by'], ['Bill Mechanic', 'Producer'], ['Claire Jennings', 'Producer'], ['Henry Selick', 'Producer'], ['Mary Sandell', 'Producer'], ['Michael Zoumas', 'Executive Producer']]","$16,849,640 (22.4% of total gross)",4.47 (domestic box office/biggest weekend),59.7% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 2.1 times production budget)","2,299 opening theaters/2,320 max. theaters, 6.7 weeks average run per theater","$92,049,955","February 6th, 2009 (Wide) by Focus FeaturesAugust 24th, 2021 (Special Engagement) by Fathom Events","July 21st, 2009 by Universal Home Entertainment","PG for thematic elements, scary images, some language and suggestive humor",100 minutes,vs. Kubo and the Two StringsCreate your own comparison chart…,"3-D, Monster, 3-D - Shot in 3-D",Based on Fiction Book/Short Story,Adventure,Stop-Motion Animation,Kids Fiction,"Laika, Pandemonium, Focus Features, Bill Mechanic",United States,English,"August 6th, 2009 (Wide) (Australia)
June 3rd, 2021 (Limited) (Australia)
July 15th, 2021 (Wide) (New Zealand)
October 21st, 2022 (Limited), released as Coraline (Re: 2022) (United Kingdom)
",,"$75,286,229","$50,750,828","$126,037,057","$51,419,657","$69,996,268","$18,576,611"
14,https://www.the-numbers.com/movie/Fanboys,"['Jay Baruchel', 'Dan Fogler', 'Sam Huntington', 'Chris Marquette', 'Kristen Bell']","[['Kyle Newman', 'Director'], ['Ernest Cline', 'Screenwriter'], ['Adam F. Goldberg*', 'Screenwriter'], ['Ernest Cline', 'Story Creator'], ['Dan Pulick', 'Story Creator'], ['Dana Brunetti', 'Producer'], ['Kevin Spacey', 'Producer'], ['Matthew Perniciaro', 'Producer'], ['Evan Astrowsky', 'Producer'], ['Kevin Mann', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Lukas Ettlin', 'Director of Photography'], ['Cory Lorenzen', 'Production Designer'], ['James Thomas', 'Editor'], ['Seth Flaum', 'Editor'], ['Johanna Argan', 'Costume Designer'], ['Mark Mothersbaugh', 'Composer'], ['Michelle Silverman', 'Music Supervisor'], ['D. Scott Lumpkin', 'Line Producer'], ['Anne McCarthy', 'Casting Director'], ['Jay Scully', 'Casting Director']]","$171,533 (24.9% of total gross)",4.01 (domestic box office/biggest weekend),64.0% (domestic box office/worldwide),,"44 opening theaters/46 max. theaters, 7.8 weeks average run per theater","$840,715","February 6th, 2009 (Limited) by Weinstein Co.","May 19th, 2009 by Weinstein Co./Genius","PG-13 for pervasive crude and sexual material, language and drug content",90 minutes,vs. Star Wars: The Clone WarsCreate your own comparison chart…,,Original Screenplay,Comedy,Live Action,Historical Fiction,"Trigger Street Productions, Coalition Film",United States,English,,,"$687,609","$386,085","$1,073,694","$5,324,550","$5,324,550",
15,https://www.the-numbers.com/movie/Hes-Just-Not-That-Into-You,"['Ben Affleck', 'Jennifer Aniston', 'Drew Barrymore', 'Jennifer Connelly', 'Kevin Connolly', 'Bradley Cooper', 'Ginnifer Goodwin', 'Scarlett Johansson', 'Justin Long']","[['Ken Kwapis', 'Director'], ['Abby Kohn', 'Screenwriter'], ['Marc Silverman', 'Screenwriter'], ['Greg Behrendt', 'Story Creator'], ['Liz Tuccillo', 'Story Creator'], ['Nancy Juvonen', 'Producer'], ['Drew Barrymore', 'Executive Producer'], ['Toby Emmerich', 'Executive Producer'], ['Michele Weiss', 'Executive Producer'], ['Michael Beugg', 'Executive Producer'], ['Michael Disco', 'Co-Producer'], ['Gwenn Gage Stroman', 'Co-Producer']]","$27,785,487 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),51.9% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 4.5 times production budget)","3,175 opening theaters/3,175 max. theaters, 6.2 weeks average run per theater","$114,874,002","February 6th, 2009 (Wide) by Warner Bros.","June 2nd, 2009 by New Line Home Video",PG-13 for sexual content and brief strong language,129 minutes,vs. Dog DaysCreate your own comparison chart…,Romance,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,"New Line Cinema, Flower Film",United States,English,,,"$93,953,653","$87,100,004","$181,053,657","$28,024,873","$28,024,873",
16,https://www.the-numbers.com/movie/Pink-Panther-2-The,[],"[['Harald Zwart', 'Director']]","$11,588,150 (32.3% of total gross)",3.10 (domestic box office/biggest weekend),51.3% (domestic box office/worldwide),,"3,243 opening theaters/3,245 max. theaters, 4.0 weeks average run per theater","$43,921,824","February 6th, 2009 (Wide) by Sony Pictures","February 6th, 2009 by MGM VideoJune 23rd, 2009 by MGM Video","PG for some suggestive humor, brief mild language and action",92 minutes,vs. Hotel for DogsCreate your own comparison chart…,Secret Agent,,Adventure,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures, Columbia Pictures, Robert Simonds Company",United States,English,,Pink Panther,"$35,922,978","$34,100,000","$70,022,978","$8,597,723","$8,597,723",
17,https://www.the-numbers.com/movie/Push,"['Cliff Curtis', 'Chris Evans', 'Dakota Fanning', 'Camilla Belle', 'Djimon Hounsou']","[['Paul McGuigan', 'Director'], ['David Bourla', 'Screenwriter']]","$10,079,109 (31.7% of total gross)",3.16 (domestic box office/biggest weekend),64.0% (domestic box office/worldwide),"$38,000,000 (worldwide box office is 1.3 times production budget)","2,313 opening theaters/2,313 max. theaters, 4.7 weeks average run per theater","$38,894,885","February 6th, 2009 (Wide) by Summit Entertainment","July 7th, 2009 by Summit Home Video","PG-13 for intense sequences of violence and action, brief strong language, smoking and a scene of teen drinking",111 minutes,vs. ImpostorCreate your own comparison chart…,"Action Thriller, Prologue, 1940s, Psychics, Hong Kong, Gangs, Government Corruption, Faulty Memory, Romance",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"Summit Entertainment, Icon Productions, Infinity Features Entertainment Inc",United States,English,,,"$31,811,527","$17,866,874","$49,678,401","$17,663,654","$20,643,866","$2,980,212"
18,https://www.the-numbers.com/movie/Confessions-of-a-Shopaholic,"['Hugh Dancy', 'Krysten Ritter', 'Joan Cusack', 'John Goodman', 'John Lithgow', 'Kristin Scott Thomas', 'Isla Fisher']","[['P.J. Hogan', 'Director'], ['Tracey Jackson', 'Screenwriter'], ['Tim Firth', 'Screenwriter'], ['Kayla Alpert', 'Screenwriter'], ['Sophie Kinsella', 'Based on the Books ""Confessions of a Shopaholic"" and ""Shopaholic Takes Manhattan""'], ['Jerry Bruckheimer', 'Producer'], ['Mike Stenson', 'Executive Producer'], ['Chad Oman', 'Executive Producer'], ['Ron Bozman', 'Executive Producer'], ['Jo Willems', 'Director of Photography'], ['Kristi Zea', 'Production Designer'], ['William Goldenberg', 'Editor'], ['Patricia Field', 'Costume Designer'], ['James Newton Howard', 'Composer'], ['Kathy Nelson', 'Music Supervisor'], ['Denise Chamian', 'Casting'], ['Julie Schubert', 'Casting'], ['Harvey Waldman', 'Unit Production Manager'], ['H.H. Cooper', 'First Assistant Director'], ['Peter Thorell', 'Second Assistant Director'], ['John Knoll', 'Visual Effects Supervisor'], ['Pat Sandston', 'Associate Producer'], ['Melissa Reid', 'Associate Producer'], ['Sophie Kinsella', 'Associate Producer'], ['Jill Brooks', 'ILM Visual Effects Producer'], ['Tim Harrington', 'ILM Animation Supervisor']]","$15,066,360 (34.0% of total gross)",2.94 (domestic box office/biggest weekend),41.0% (domestic box office/worldwide),,"2,507 opening theaters/2,534 max. theaters, 5.4 weeks average run per theater","$54,136,443","February 13th, 2009 (Wide) by Walt Disney","June 23rd, 2009 by Walt Disney Home Entertainment",PG for some mild language and thematic elements,102 minutes,vs. G-ForceCreate your own comparison chart…,Romance,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,"Jerry Bruckheimer, Touchstone Pictures",United States,English,,,"$44,277,350","$63,750,351","$108,027,701","$19,229,194","$19,229,194",
19,https://www.the-numbers.com/movie/Delhi-6,[],"[['Rakeysh Omprakash Mehra', 'Director']]",,1.46 (domestic box office/biggest weekend),4.9% (domestic box office/worldwide),,,"$1,075,834","February 13th, 2009 (Limited) by UTV Communications","May 5th, 2009 by UTV Motion Pictures",Not Rated,128 minutes,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,India,Hindi,,,"$879,913","$17,004,284","$17,884,197",,,
20,https://www.the-numbers.com/movie/Friday-the-13th-(2009),"['Aaron Yoo', 'Danielle Panabaker', 'Amanda Righetti', 'Jared Padalecki', 'Ben Feldman', 'Derek Mears']","[['Marcus Nispel', 'Director'], ['Steve Jablonsky', 'Composer']]","$40,570,365 (62.4% of total gross)",1.60 (domestic box office/biggest weekend),70.1% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 5.5 times production budget)","3,105 opening theaters/3,105 max. theaters, 3.9 weeks average run per theater","$79,475,803","February 13th, 2009 (Wide) by Warner Bros.","June 16th, 2009 by Warner Home Video, released as Friday the 13th (2009)","R for strong bloody violence, some graphic sexual content, nudity, language and drug material.",97 minutes,vs. WALL-ECreate your own comparison chart…,"Slasher Horror, Reboot",Remake,Horror,Live Action,Fantasy,"New Line Cinema, Paramount Pictures, Michael Bay, Platinum Dunes",United States,English,"March 13th, 2009 (Wide), released as Friday The 13th (Australia)
",Friday the 13th,"$65,002,019","$27,668,218","$92,670,237","$10,939,385","$10,939,385",
21,https://www.the-numbers.com/movie/Gomorra,[],"[['Matteo Garrone', 'Director']]","$5,532 (0.4% of total gross)",10.30 (domestic box office/biggest weekend),4.2% (domestic box office/worldwide),"$6,200,000 (worldwide box office is 6.0 times production budget)","1 opening theaters/50 max. theaters, 9.8 weeks average run per theater","$1,930,762","December 19th, 2008 (Oscar Qualifying Run) by IFC Films, released as GomorrahFebruary 13th, 2009 (Limited) by IFC Films, released as Gomorrah",,Not Rated,137 minutes,vs. La grande bellezzaCreate your own comparison chart…,Foreign Language,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,Italy,Italian,,,"$1,579,146","$35,760,448","$37,339,594",,,
22,https://www.the-numbers.com/movie/International-The,"['Armin Mueller-Stahl', ""Brian F. O'Byrne"", 'Clive Owen', 'Naomi Watts']","[['Tom Tykwer', 'Director'], ['Charles Roven', 'Producer'], ['Richard Suckle', 'Producer'], ['Lloyd Phillips', 'Producer'], ['Eric Warren Singer', 'Screenwriter'], ['Alan G. Glazer', 'Executive Producer'], ['Ryan Kavanaugh', 'Executive Producer']]","$9,331,739 (36.7% of total gross)",2.73 (domestic box office/biggest weekend),47.3% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 1.1 times production budget)","2,364 opening theaters/2,364 max. theaters, 3.7 weeks average run per theater","$31,117,506","February 13th, 2009 (Wide) by Sony Pictures","June 9th, 2009 by Sony Pictures Home Entertainment",R for some sequences of violence and language,118 minutes,vs. Children of MenCreate your own comparison chart…,"Action Thriller, Political, Political Assassination, Corporate Malfeasance, Government Corruption, Corrupt Cops, Revenge, Interpol",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Columbia Pictures, Relativity Media, Atlas Entertainment",United States,English,,,"$25,450,527","$28,400,000","$53,850,527","$8,010,263","$8,010,263",
