,url,cast,crew,Production Budget:,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Domestic Releases:,Video Release:,MPAA Rating:,Keywords:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
128,https://www.the-numbers.com/movie/Avengers-Age-of-Ultron,"['Don Cheadle', 'Paul Bettany', 'Cobie Smulders', 'Anthony Mackie', 'Hayley Atwell', 'Idris Elba', 'Stellan Skarsgård', 'James Spader', 'Robert Downey, Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson', 'Jeremy Renner', 'Samuel L. Jackson', 'Aaron Taylor-Johnson', 'Elizabeth Olsen']","[['Joss Whedon', 'Director'], ['Joss Whedon', 'Screenwriter'], ['Kevin Feige', 'Producer'], ['Alan Fine', 'Executive Producer'], ['Victoria Alonso', 'Executive Producer'], ['Jeremy Latcham', 'Executive Producer'], ['Patricia Whitcher', 'Executive Producer'], ['Louis D’Esposito', 'Executive Producer'], ['Jon Favreau', 'Executive Producer'], ['Stan Lee', 'Executive Producer'], ['Mitch Bell', 'Co-Producer'], ['Ben Davis', 'Director of Photography'], ['Charles Wood', 'Production Designer'], ['Jeffrey Ford', 'Editor'], ['Lisa Lassek', 'Editor'], ['Alexandra Byrne', 'Costume Designer'], ['Christopher Townsend', 'Visual Effects Supervisor'], ['Brian Tyler', 'Composer'], ['Danny Elfman', 'Additional Music'], ['Dave Jordan', 'Music Supervisor'], ['Sarah Halley Finn', 'Casting Director']]","$365,000,000 (worldwide box office is 3.8 times production budget)","$191,271,109 (41.7% of total gross)",2.40 (domestic box office/biggest weekend),32.9% (domestic box office/worldwide),"4,276 opening theaters/4,276 max. theaters, 7.0 weeks average run per theater","$568,993,032","April 22nd, 2015 (Wide) (Finland)
April 22nd, 2015 (Wide) (France)
April 22nd, 2015 (Wide) (Italy)
April 22nd, 2015 (Wide) (Netherlands)
April 22nd, 2015 (Wide) (Norway)
... Show all releases
",141 minutes,"All-Time Top-Grossing FilmsSummer, 2015Blockbusters, 2015vs. Avengers: Infinity WarCreate your own comparison chart…",Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero,United States,English,Marvel Cinematic UniverseAvengers,"May 1st, 2015 (Wide) by Walt DisneyMay 1st, 2015 (IMAX) by Walt Disney","September 8th, 2015 by Walt Disney Home Entertainment, released as The Avengers: Age of Ultron","PG-13 for intense sequences of sci-fi action, violence and destruction, and for some suggestive comments.(Rating bulletin 2268, 4/8/2015)","Marvel Comics, Robot, End of the World, Hallucinations, Motion Capture Performance, 3-D, 3-D - Post-production Conversion, IMAX: DMR, Filmed in Johannesburg, South Africa, Filmed in South Africa, Filmed in Central Business District, Johannesburg, South Africa, Filmed in Shepperton Studios, Surrey, England, Filmed in Surrey, England, Filmed in England, Filmed in United Kingdom, Filmed in Fort Bard, Italy, Filmed in Aosta Valley, Italy, Filmed in Italy, Filmed in Mapo Bridge, Seoul, South Korea, Filmed in Seoul, South Korea, Filmed in South Korea, Filmed in Sebitseom, Seoul, South Korea, Filmed in Gangnam District, Seoul, South Korea, Filmed in Hawley Woods, Hampshire, England, Filmed in Hampshire, England, Filmed in Rivoli Ballroom, London, England, Filmed in London, England, Filmed in University of East Anglia, Norwich, England, Filmed in Norwich, East Anglia, England, Filmed in East Anglia, England, Filmed in Dover Castle, Kent, England, Filmed in Dover, Kent, England, Filmed in Kent, England, Filmed in New York, NY, Filmed in New York, United States, Filmed in Chittagong Ship Breaking Yard, Chittagong, Bangladesh, Filmed in Chittagong, Bangladesh, Filmed in Bangladesh",Marvel Studios,"$459,005,868","$936,311,111","$1,395,316,979","$36,044,048","$55,624,219","$91,668,267"
129,https://www.the-numbers.com/movie/Chek-dou-(Hong-Kong),[],"[['Lok Man Leung', 'Director']]",,,,,,,"April 22nd, 2015 (Wide) (China)
April 30th, 2015 (Limited), released as Helios (Australia)
April 30th, 2015 (Limited), released as Helios (New Zealand)
May 1st, 2015 (Wide) (Hong Kong)
May 1st, 2015 (Wide) (Taiwan)
... Show all releases
",,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,"China, Hong Kong","Cantonese, English, Korean, Mandarin",,,,,,,n/a,"$33,349,429","$33,349,429",,,
130,https://www.the-numbers.com/movie/Shes-Funny-That-Way,"['Cybill Shepherd', 'Austin Pendleton', 'Joanna Lumley', 'Richard Lewis', 'Owen Wilson', 'Imogen Poots', 'Kathryn Hahn', 'Will Forte', 'Rhys Ifans', 'Jennifer Aniston']","[['Peter Bogdanovich', 'Director'], ['Peter Bogdanovich', 'Screenwriter'], ['Louise Stratten', 'Screenwriter'], ['Louise Stratten', 'Producer'], ['Logan Levy', 'Producer'], ['Holly Wiersma', 'Producer'], ['George Drakoulias', 'Producer'], ['Michael Sledd', 'Co-Executive Producer'], ['Captain Mauzner', 'Co-Executive Producer'], ['Robert Ogden Barnun', 'Executive Producer'], ['Cassian Elwes', 'Executive Producer'], ['George Steiner', 'Executive Producer'], ['Hollis Hill', 'Executive Producer'], ['Christa Campbell', 'Executive Producer'], ['Lati Grobman', 'Executive Producer'], ['Jeff Rice', 'Executive Producer'], ['Yaron Orbach', 'Director of Photography'], ['Jane Musky', 'Production Designer']]",,"$43,820 (39.1% of total gross)",2.56 (domestic box office/biggest weekend),1.9% (domestic box office/worldwide),"26 opening theaters/27 max. theaters, 2.1 weeks average run per theater","$138,828","April 22nd, 2015 (Wide) (France)
May 7th, 2015 (Wide) (Russia (CIS))
May 20th, 2015 (Wide) (Belgium)
May 29th, 2015 (Wide) (Bulgaria)
May 29th, 2015 (Wide) (Taiwan)
... Show all releases
",93 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,"August 21st, 2015 (Limited) by Lionsgate","August 21st, 2015 by Lionsgate Home Entertainment","R for some language including sexual references.(Rating bulletin 2373, 5/13/2015)","Early / Simultaneous Video-on-Demand release, Theater Actor, Backstage, Prostitution, Love Triangle, Romance, Infidelity, Writing and Writers, Therapists / Therapy","Lagniappe, Venture Forth, Three Point Capital, Lailaps Pictures, Holly Wiersma","$111,993","$5,834,649","$5,946,642",,,
131,https://www.the-numbers.com/movie/Zuo-Er-(China)-(2015),"['Chen Duling', 'Yang Yang']","[['Alec Su', 'Director'], ['Rao Xueman', 'Screenwriter'], ['Rao Xueman', 'Based on the Novel by'], ['Wang Changtian', 'Producer'], ['Li Min', 'Producer'], ['Li Xiaoqing', 'Executive Producer'], ['Chen Min', 'Executive Producer'], ['Yoshihito Akatsuka', 'Production Designer'], ['Chan Chi-wai', 'Editor'], ['Nathan Wong', 'Composer']]",,,,,,,"April 23rd, 2015 (Wide) (China)
May 7th, 2015 (Limited), released as The Left Ear (Australia)
May 7th, 2015 (Limited), released as Left Ear, The (New Zealand)
",120 minutes,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,China,Mandarin,,"May 8th, 2015 (Limited) by Asia Releasing, released as The Left Ear",,Not Rated,"Set in China, Deaf, Romance, Unrequited Love, Love Triangle, Accidental Death, Coming of Age, Novel or Other Work Adapted by Author","Beijing Enlight Pictures, Jiangsu Yilin Film Culture Medio Co. , Shannan Enlight Pictures Co., Shang Hai Xue He Culture Media Co. ",n/a,"$77,910,000","$77,910,000",,,
132,https://www.the-numbers.com/movie/Fasandraeberne,[],[],,,,,,,"April 24th, 2015 (Wide) (Poland)
July 3rd, 2015 (Wide) (Spain)
April 8th, 2016 (Wide), released as The Absent One (United Kingdom)
",119 minutes,Create your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Denmark, Germany, Sweden","Danish, French",,,"June 17th, 2016 by IFC Video, released as Dept. Q: The Absent One",,,,n/a,"$12,702,595","$12,702,595",,,
133,https://www.the-numbers.com/movie/Kiseijuu-Kanketsuhen,[],"[['Takashi Yamazaki', 'Director']]",,,,,,,"April 24th, 2015 (Wide) (Japan)
May 8th, 2015 (Wide) (Hong Kong)
May 8th, 2015 (Wide) (South Korea)
May 8th, 2015 (Wide) (Taiwan)
July 24th, 2015 (Wide), released as Parasyte: Part 2 (Australia)
... Show all releases
",117 minutes,Create your own comparison chart…,Based on Comic/Graphic Novel,Horror,Live Action,Science Fiction,Japan,Japanese,Kiseijuu,,,,,,n/a,"$12,640,766","$12,640,766",,,
134,https://www.the-numbers.com/movie/Little-Boy,"['Emily Watson', 'Cary-Hiroyuki Tagawa', 'Michael Rapaport', 'David Henrie', 'Eduardo Verastegui', 'Ben Chaplin', 'Tom Wilkinson', 'Jacob Salvati']","[['Alejandro Montalvo', 'Director'], ['Pepe Portillo', 'Screenwriter'], ['Alejandro Montalvo', 'Screenwriter'], ['Eduardo Verastegui', 'Producer'], ['Leo Severino', 'Producer'], ['Alejandro Montalvo', 'Producer'], ['Emilio Azcarraga Jean', 'Executive Producer'], ['Bernardo Gomez Martinez', 'Executive Producer'], ['Micky Ohare', 'Executive Producer'], ['Sean Wolfington', 'Executive Producer'], ['Roma Downey', 'Executive Producer'], ['Mark Burnett', 'Executive Producer'], ['Eduardo Verastegui', 'Executive Producer'], ['Ricardo Del Rio Galnares', 'Co-Executive Producer'], ['Andrew Cadelago', 'Director of Photography'], ['Stephan Altman', 'Composer'], ['Mark Foster', 'Composer'], ['Fernando Villena', 'Editor'], ['Meg Ramsey', 'Editor'], ['Joan Sobel', 'Editor'], ['Bernardo Trujillo', 'Production Designer'], ['Laura Jean Shannon', 'Costume Designer'], ['Rebecca Gregg', 'Costume Designer'], ['Dianne Crittenden', 'Casting Director'], ['Karen Rea', 'Casting Director']]","$20,000,000 (worldwide box office is 0.9 times production budget)","$2,750,356 (42.4% of total gross)",2.36 (domestic box office/biggest weekend),36.5% (domestic box office/worldwide),"1,045 opening theaters/1,045 max. theaters, 3.6 weeks average run per theater","$8,040,125","May 15th, 2015 (Wide) (Mexico)
July 23rd, 2015 (Wide) (Argentina)
August 6th, 2015 (Wide) (Bolivia)
August 13th, 2015 (Wide) (Peru)
August 21st, 2015 (Wide) (Ecuador)
... Show all releases
",106 minutes,vs. The Light Between OceansCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Historical Fiction,"Mexico, United States",English,,"April 24th, 2015 (Wide) by Open Road","August 4th, 2015 by Universal Home Entertainment","PG-13 for some mature thematic material including violence.(Rating bulletin 2355, 1/7/2015)","Faith-Based Film, Coming of Age, World War II, Fantasy Sequence, 1940s, Voiceover/Narration, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Surprise Twist, Asian-Americans, Immigration, Bigotry, Non-Chronological, Historical Drama",Metanoia Films,"$6,485,961","$11,283,338","$17,769,299","$2,345,184","$468,881","$2,814,065"
135,https://www.the-numbers.com/movie/Ryuzo-to-7-nin-no-kobun-tachi-(Japan)-(2015),[],"[['Takeshi Kitano', 'Director']]",,,,,,,"April 24th, 2015 (Wide), released as Ryuzo to Nananin no Kobuntachi (Japan)
December 4th, 2015 (Wide) (Hong Kong)
",125 minutes,Create your own comparison chart…,Original Screenplay,,Live Action,Contemporary Fiction,Japan,,,,,,,,n/a,"$11,757,243","$11,757,243",,,
136,https://www.the-numbers.com/movie/He-Yi-Sheng-Xiao-Mo-(China),[],"[['Bin Huang', 'Director'], ['Wenjun Yang', 'Director']]",,,,,,,"April 26th, 2015 (Wide) (China)
July 24th, 2016 (Wide), released as You Are My Sunshine (South Korea)
",107 minutes,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,China,Mandarin,,,,,,,n/a,"$67,458,479","$67,458,479",,,
137,https://www.the-numbers.com/movie/Birigyaru,[],[],,,,,,,"May 1st, 2015 (Wide) (Japan)
October 23rd, 2015 (Wide) (Hong Kong)
April 14th, 2016 (Wide), released as Flying Colors (China)
September 8th, 2016 (Wide), released as Flying Colors (South Korea)
",117 minutes,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,Japan,Japanese,,,,,,,n/a,"$28,532,888","$28,532,888",,,
138,https://www.the-numbers.com/movie/Cha-i-na-ta-un-(South-Korea)-(2015),[],"[['Jun-hee Han', 'Director']]",,,,,,,"May 1st, 2015 (Wide) (South Korea)
",110 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,Republic of Korea,,,,,,,,n/a,"$10,582,907","$10,582,907",,,
139,https://www.the-numbers.com/movie/Connasse-princesse-des-coeurs-(France)-(2015),[],"[['Eloïse Lang', 'Director']]",,,,,,,"May 1st, 2015 (Wide) (France)
",80 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,France,,,,,,,,n/a,"$8,257,617","$8,257,617",,,
140,https://www.the-numbers.com/movie/Far-from-the-Madding-Crowd,"['Michael Sheen', 'Tom Sturridge', 'Juno Temple', 'Carey Mulligan', 'Matthias Schoenaerts']","[['Thomas Vinterberg', 'Director'], ['David Nicholls', 'Screenwriter'], ['Thomas Hardy', 'Based on the Novel by'], ['Andrew MacDonald', 'Producer'], ['Allon Reich', 'Producer'], ['Christine Langan', 'Executive Producer'], ['Joanne Smith', 'Associate Producer'], ['Charlotte Bruus Christensen', 'Director of Photography'], ['Kave Quinn', 'Production Designer'], ['Claire Simpson', 'Editor'], ['Janet Patterson', 'Costume Designer'], ['Craig Armstrong', 'Composer'], ['Anita Overland', 'Co-Producer'], ['Glenn Freemantle', 'Sound Designer'], ['Nina Gold', 'Casting Director'], ['Theo Park', 'Casting Director']]","$15,495,600 (worldwide box office is 1.9 times production budget)","$164,985 (1.3% of total gross)",5.35 (domestic box office/biggest weekend),41.2% (domestic box office/worldwide),"10 opening theaters/902 max. theaters, 4.3 weeks average run per theater","$15,168,614","May 1st, 2015 (Wide) (United Kingdom)
May 7th, 2015 (Wide) (Netherlands)
May 15th, 2015 (Wide) (Turkey)
May 20th, 2015 (Wide) (Belgium)
June 5th, 2015 (Wide) (France)
... Show all releases
",119 minutes,vs. Love & MercyCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"United Kingdom, United States",English,,"May 1st, 2015 (Limited) by Fox Searchlight","July 14th, 2015 by Fox Home Entertainment","PG-13 for some sexuality and violence.(Rating bulletin 2336, 8/20/2014)","Romance, Romantic Drama, 1870s, Relationships Gone Wrong, Money Troubles, Troubled Pregnancy or Miscarriage, Love Triangle, Faked Death, Wedding Day Disasters, Killing in Self Defence, Remake","DNA Films, Fox Searchlight Pictures, BBC Films, TSG Entertainment","$12,236,500","$17,484,910","$29,721,410","$1,106,756","$390,965","$1,497,721"
141,https://www.the-numbers.com/movie/Northmen-A-Viking-Saga,"['Ed Skrein', 'Anatole Taubman', 'Johan Hegg', 'Leo Gregory', 'James Norton', ""Darrell D'Silva"", 'Richard Lothian', 'Mark Strepan', 'Danny Keogh', 'Tom Hopper', 'Ryan Kwanten', 'Ken Duken', 'Charlie Murphy']","[['Claudio Fah', 'Director'], ['Matthias Bauer', 'Screenwriter'], ['Bastian Zach', 'Screenwriter'], ['Markus S. Dietrich', 'Producer'], ['Karin G. Dietrich', 'Producer'], ['Daniel Holtschi', 'Producer'], ['Frank Kaminski', 'Producer'], ['Ulrich Stiehm', 'Producer'], ['Marco Del Bianco', 'Producer'], ['Rolf Wappenschmitt', 'Producer'], ['Giselher Venzke', 'Producer'], ['Bertha Spieker', 'Producer'], ['Lorenzo Senatore', 'Director of Photography'], ['Shane Bunce', 'Production Designer'], ['Tom Hannam', 'Production Designer'], ['Adam Recht', 'Composer'], ['Markus Glunz', 'Sound Designer'], ['Peter Staubli', 'Sound Designer'], ['Moira Meyer', 'Costume Designer'], ['Riccarda Merten-Eicher', 'Costume Designer'], ['Kelly Hendry Valentine', 'Casting Director'], ['Victor Jenkins', 'Casting Director']]",,,,,,,"May 1st, 2015 (Wide) (Poland)
",97 minutes,Create your own comparison chart…,Original Screenplay,Action,Live Action,Historical Fiction,"Germany, South Africa, Switzerland",English,,"July 31st, 2015 (Limited) by Anchor Bay Entertainment, released as Northmen - A Viking Saga","July 28th, 2015 by Anchor Bay Home Entertainment, released as Northmen - A Viking Saga","R for violence throughout.(Rating bulletin 2374, 5/20/2015)","Vikings, Early / Simultaneous Video-on-Demand release, Prince/Princess, Kidnap, Monks and Nuns, Set in Scotland, Rescue","Elite Filmproduktion, Jumping Horse Film, Two Oceans, Ralph S. Dietrich",n/a,"$4,732,232","$4,732,232","$1,491,458","$387,378","$1,878,836"
142,https://www.the-numbers.com/movie/zori-zdes-tikhie-A-(Russia)(2015),[],[],,,,,,,"May 1st, 2015 (Wide) (Russia (CIS))
August 25th, 2015 (Wide), released as The Dawns Here Are Quiet (China)
",120 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Historical Fiction,Russian Federation,Russian,,,,,,,n/a,"$5,726,339","$5,726,339",,,
143,https://www.the-numbers.com/movie/Pitch-Perfect-2,"['Skylar Astin', 'Adam DeVine', 'John Michael Higgins', 'Anna Kendrick', 'Rebel Wilson', 'Anna Camp', 'Brittany Snow', 'Elizabeth Banks', 'Ester Dean', 'Alexis Knapp']","[['Elizabeth Banks', 'Director'], ['Kay Cannon', 'Screenwriter'], ['Mickey Rapkin', 'Based on the Book By'], ['Elizabeth Banks', 'Producer'], ['Paul Brooks', 'Producer'], ['Max Handelman', 'Producer'], ['Scott Niemeyer', 'Executive Producer'], ['Jason Moore', 'Executive Producer'], ['Jim Denault', 'Director of Photography'], ['Toby Corbett', 'Production Designer'], ['Craig Alpert', 'Editor'], ['Salvador Perez', 'Costume Designer'], ['Jeff Levine', 'Co-Producer'], ['Kay Cannon', 'Co-Producer'], ['Garrett Grant', 'Line Producer'], ['Mark Mothersbaugh', 'Composer'], ['Julianne Jordan', 'Executive Music Producer'], ['Julia Michels', 'Executive Music Producer'], ['Sarah Webster', 'Music Supervisor'], [""Aakomon 'AJ' Jones"", 'Choreography'], ['Kerry Barden', 'Casting Director'], ['Paul Schnee', 'Casting Director']]","$29,000,000 (worldwide box office is 9.9 times production budget)","$69,216,890 (37.6% of total gross)",2.66 (domestic box office/biggest weekend),64.2% (domestic box office/worldwide),"3,473 opening theaters/3,660 max. theaters, 5.8 weeks average run per theater","$228,457,367","May 7th, 2015 (Wide) (Australia)
May 7th, 2015 (Wide) (New Zealand)
May 13th, 2015 (Wide) (Philippines)
May 14th, 2015 (Wide) (Croatia)
May 14th, 2015 (Wide) (Czech Republic)
... Show all releases
",115 minutes,"Summer, 2015vs. Pitch Perfect 3Create your own comparison chart…",Based on Factual Book/Article,Comedy,Live Action,Contemporary Fiction,United States,English,Pitch Perfect,"May 15th, 2015 (Wide) by Universal","September 1st, 2015 by Universal Home Entertainment","PG-13 for innuendo and language.(Rating bulletin 2354, 12/24/2014)","Romance, Underdog, Tournament, A Cappella, Singers, Musicians, Actors Making Their Directorial Debut, Directing Yourself","Gold Circle Films, Brownstone","$184,296,230","$102,918,966","$287,215,196","$23,804,603","$19,343,496","$43,148,099"
144,https://www.the-numbers.com/movie/Hot-Pursuit-(2015),"['John Carroll Lynch', 'Robert Kazinsky', 'Reese Witherspoon', 'Sofia Vergara']","[['Anne Fletcher', 'Director'], ['Bruna Papandrea', 'Producer'], ['Reese Witherspoon', 'Producer'], ['Dana Fox', 'Producer'], ['David Feeney', 'Screenwriter'], ['John Quaintance', 'Screenwriter'], ['Jeff Waxman', 'Executive Producer'], ['Sofia Vergara', 'Executive Producer'], ['Luis Balaguer', 'Executive Producer'], ['Oliver Stapleton', 'Director of Photography'], ['Nelson Coates', 'Production Designer'], ['Priscilla Nedd Friendly', 'Editor'], ['Catherine Marie Thomas', 'Costume Designer'], ['Buck Damon', 'Music Supervisor'], ['Christophe Beck', 'Composer']]","$35,000,000 (worldwide box office is 1.4 times production budget)","$13,942,258 (40.3% of total gross)",2.48 (domestic box office/biggest weekend),68.2% (domestic box office/worldwide),"3,003 opening theaters/3,037 max. theaters, 3.8 weeks average run per theater","$42,866,318","May 8th, 2015 (Wide) (Taiwan)
May 15th, 2015 (Wide) (Poland)
June 11th, 2015 (Wide) (Australia)
June 11th, 2015 (Wide) (New Zealand)
June 11th, 2015 (Wide) (Russia (CIS))
... Show all releases
",87 minutes,vs. TrainwreckCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,"May 8th, 2015 (Wide) by Warner Bros.","July 28th, 2015 by Warner Home Video","PG-13 for sexual content, violence, language and some drug material.(Rating bulletin 2367, 4/1/2015)","Organized Crime, Drug Cartels, Corrupt Cops, Fugitive / On the Run, Road Trip, Buddy Comedy, Death of a Spouse or Fiancée / Fiancé","New Line Cinema, Metro-Goldwyn-Mayer Pictures, Pacific Standard","$34,580,201","$16,152,271","$50,732,472","$7,650,408","$2,460,486","$10,110,894"
145,https://www.the-numbers.com/movie/Nounai-poizun-beri-(Japan)-(2015),[],"[['Yûichi Satô', 'Director']]",,,,,,,"May 8th, 2015 (Wide) (Japan)
",121 minutes,Create your own comparison chart…,,Comedy,Live Action,,Japan,,,,,,,,n/a,"$5,697,583","$5,697,583",,,
146,https://www.the-numbers.com/movie/Spooks-The-Greater-Good,"['Colin Firth', 'Kit Harington', 'Jennifer Ehle', 'Elyes Gabel', 'David Harewood', 'Tuppence Middleton']","[['Bharat Nalluri', 'Director'], ['Sam Vincenti', 'Screenwriter'], ['Jonathan Brackley', 'Screenwriter'], ['David Wolstencroft', 'Based on the Television Series by'], ['Ollie Madden', 'Producer'], ['Jane Featherstone', 'Producer'], ['Stephen Garrett', 'Producer'], ['Steve Christian', 'Executive Producer'], ['Ivan Dunleavy', 'Executive Producer'], ['Richard Holmes', 'Executive Producer']]",,,,,,,"May 8th, 2015 (Wide) (United Kingdom)
March 17th, 2016 (Wide) (South Korea)
",102 minutes,Create your own comparison chart…,Based on TV,Action,Live Action,Contemporary Fiction,United Kingdom,English,,"December 4th, 2015 (Limited) by Saban Films, released as MI-5","February 9th, 2016 by Lionsgate Home Entertainment, released as MI-5","R for violence and some language.(Rating bulletin 2387, 8/19/2015)","Terrorism, Kidnap, 2010s, Redemption, Assassination, Cover Up, Framed, Conspiracy Theory, Falsely Accused, Body in a Trunk, Revenge, Fugitive / On the Run, Moscow, Set in London, Tortured for Information, Character POV shot, Hostage, Out of Retirement, Surprise Twist","Pinewood Pictures, Isle of Man Film, Kudos Films, Shine Pictures   , Creative England, Altitude Film Entertainment, BBC Films",n/a,"$5,328,721","$5,328,721","$369,415","$153,053","$522,468"
147,https://www.the-numbers.com/movie/Mad-Max-Fury-Road,"['Nicholas Hoult', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Zoë Kravitz', 'Abbey Lee', 'Courtney Eaton', 'Tom Hardy', 'Charlize Theron', 'Hugh Keays-Byrne']","[['George Miller', 'Director'], ['Doug Mitchell', 'Producer'], ['George Miller', 'Producer'], ['P.J. Voeten', 'Producer'], ['George Miller', 'Screenwriter'], ['Brendan McCarthy', 'Screenwriter'], ['Nico Lathouris', 'Screenwriter'], ['Iain Smith', 'Executive Producer'], ['Graham Burke', 'Executive Producer'], ['Bruce Berman', 'Executive Producer'], ['Jenny Beavan', 'Costume Designer'], ['Tom Holkenborg aka Junkie XL*', 'Composer'], ['John Seale', 'Director of Photography'], ['Colin Gibson', 'Production Designer'], ['Margaret Sixel', 'Editor']]","$150,000,000 (worldwide box office is 2.4 times production budget)","$45,428,128 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),42.0% (domestic box office/worldwide),"3,702 opening theaters/3,722 max. theaters, 5.6 weeks average run per theater","$189,927,653","May 14th, 2015 (Wide), released as Mad Max: Furia En El Camino‬ (Argentina)
May 14th, 2015 (Wide) (Australia)
May 14th, 2015 (Wide) (Belgium)
May 14th, 2015 (Wide), released as Mad Max: Furia En El Camino‬ (Bolivia)
May 14th, 2015 (Wide) (Brazil)
... Show all releases
",120 minutes,"Best Picture Oscar Nominees, 2016vs. Guardians of the GalaxyCreate your own comparison chart…",Original Screenplay,Action,Live Action,Science Fiction,United States,English,Mad Max,"May 15th, 2015 (Wide) by Warner Bros.May 15th, 2015 (IMAX) by Warner Bros.","August 11th, 2015 by Warner Home Video","R for intense sequences of violence throughout, and for disturbing images.(Rating bulletin 2365, 3/18/2015)","Post Apocalypse, Australia, Escape, Fugitive / On the Run, Kidnap, Rescue, Development Hell, Prologue, Voiceover/Narration, Hallucinations, Death of a Son or Daughter, Death of a Spouse or Fiancée / Fiancé, Car Chase, 2016 Oscars Best Picture Nominee, 3-D, 3-D - Post-production Conversion, IMAX: DMR",Kennedy Miller Mitchell Productions,"$153,636,354","$212,133,024","$365,769,378","$20,830,873","$35,600,742","$56,431,615"
148,https://www.the-numbers.com/movie/Royal-Night-Out-A,"['Roger Allam', 'Sarah Gadon', 'Bel Powley', 'Jack Reynor', 'Rupert Everett', 'Emily Watson']","[['Julian Jarrold', 'Director'], ['Robert Bernstein', 'Producer'], ['Douglas Rae', 'Producer'], ['Trevor De Silva', 'Screenwriter'], ['Kevin Hood', 'Screenwriter'], ['Mark Woolley', 'Executive Producer'], ['Peter Watson', 'Executive Producer'], ['Thorsten Schumacher', 'Executive Producer'], ['Hugo Heppell', 'Executive Producer'], ['Peter Hampden', 'Executive Producer'], ['Zygi Kamasa', 'Executive Producer'], ['Matt Delargy', 'Co-Producer'], ['Genevieve Lemal', 'Co-Producer'], ['James Saynor', 'Co-Producer'], [""Nick O'Hagan"", 'Co-Producer'], ['Christophe Beaucarne', 'Director of Photography'], ['Luke Dunkley', 'Editor'], ['Ian Neil', 'Music Supervisor'], ['Paul Englishby', 'Composer'], ['Laurence Dorman', 'Production Designer'], ['Claire Anderson', 'Costume Designer'], ['Lorraine Hill', 'Make-up and Hair Designer'], ['Sam Jones', 'Casting Director']]",,"$100,847 (44.2% of total gross)",2.26 (domestic box office/biggest weekend),4.5% (domestic box office/worldwide),"156 opening theaters/158 max. theaters, 1.6 weeks average run per theater","$282,798","May 14th, 2015 (Wide) (Australia)
May 14th, 2015 (Wide), released as Royal Night Out, A (New Zealand)
May 15th, 2015 (Wide) (United Kingdom)
July 3rd, 2015 (Wide) (Poland)
July 3rd, 2015 (Wide) (Turkey)
... Show all releases
",97 minutes,vs. The QueenCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Historical Fiction,United Kingdom,English,,"December 4th, 2015 (Limited) by Atlas Distribution","April 19th, 2016 by Fox Home Entertainment","PG-13 for some sexual content and brief drug elements.(Rating bulletin 2398 (Cert #50125), 11/4/2015)","1940s, Royalty, Romance","Ecosse Films, Filmgate Films, Scope Pictures, HanWay Films, Quickbake Productions, Twinstone, Screen Yorkshire, Lipsync Productions, Film i Vast, The Northlight Studios, Lionsgate","$228,136","$4,866,510","$5,094,646",,,
149,https://www.the-numbers.com/movie/Ak-ui-yeon-dae-gi-(South-Korea)-(2015),[],"[['Woon-hak Baek', 'Director']]",,,,,,,"May 15th, 2015 (Wide) (South Korea)
",102 minutes,Create your own comparison chart…,,,,,Republic of Korea,,,,,,,,n/a,"$15,315,552","$15,315,552",,,
